time,x,y
  1.0049999999983248e+01,  5.7431908490098621e+01,  2.7234275357046482e+01
  1.0059999999983225e+01,  5.7513267274726836e+01,  2.7242845249609722e+01
  1.0069999999983201e+01,  5.7594657722800754e+01,  2.7251440351091713e+01
  1.0079999999983178e+01,  5.7676077298784087e+01,  2.7260076876876628e+01
  1.0089999999983155e+01,  5.7757523335100807e+01,  2.7268770692852073e+01
  1.0099999999983131e+01,  5.7838993026080324e+01,  2.7277537314967631e+01
  1.0109999999983108e+01,  5.7920483462064865e+01,  2.7286391731401821e+01
  1.0119999999983085e+01,  5.8001991544229490e+01,  2.7295348834389998e+01
  1.0129999999983061e+01,  5.8083514058214440e+01,  2.7304422998436738e+01
  1.0139999999983038e+01,  5.8165047652651751e+01,  2.7313628271709316e+01
  1.0149999999983015e+01,  5.8246588855264832e+01,  2.7322978380924535e+01
  1.0159999999982992e+01,  5.8328134083887861e+01,  2.7332486745519795e+01
  1.0169999999982968e+01,  5.8409679650349766e+01,  2.7342166501036811e+01
  1.0179999999982945e+01,  5.8491221760059993e+01,  2.7352030526011237e+01
  1.0189999999982922e+01,  5.8572756508257335e+01,  2.7362091470403509e+01
  1.0199999999982898e+01,  5.8654279872948621e+01,  2.7372361782786790e+01
  1.0209999999982875e+01,  5.8735787804663119e+01,  2.7382853386002470e+01
  1.0219999999982852e+01,  5.8817276024188033e+01,  2.7393578466325156e+01
  1.0229999999982828e+01,  5.8898740197650227e+01,  2.7404548619216843e+01
  1.0239999999982805e+01,  5.8980175875140887e+01,  2.7415775202821063e+01
  1.0249999999982782e+01,  5.9061578495761346e+01,  2.7427269352301575e+01
  1.0259999999982758e+01,  5.9142943389662001e+01,  2.7439041988205993e+01
  1.0269999999982735e+01,  5.9224265776517022e+01,  2.7451103823360107e+01
  1.0279999999982712e+01,  5.9305540761900659e+01,  2.7463465368300710e+01
  1.0289999999982689e+01,  5.9386763332860404e+01,  2.7476136935517115e+01
  1.0299999999982665e+01,  5.9467928353559763e+01,  2.7489128642660891e+01
  1.0309999999982642e+01,  5.9549030736347852e+01,  2.7502449957428141e+01
  1.0319999999982619e+01,  5.9630065090418036e+01,  2.7516110801608466e+01
  1.0329999999982595e+01,  5.9711026027142388e+01,  2.7530120353802424e+01
  1.0339999999982572e+01,  5.9791908048911168e+01,  2.7544487564579917e+01
  1.0349999999982549e+01,  5.9872705550333521e+01,  2.7559221188895922e+01
